ID,Label
0,fish
1,fish
2,fish
3,chicken
4,fish
5,fish
6,fish
7,fish
8,fish
9,fish
10,fish
11,fish
12,fish
13,fish
14,fish
15,lion
16,fish
17,spider
18,fish
19,fish
20,fish
21,fish
22,fish
23,fish
24,fish
25,fish
26,fish
27,fish
28,fish
29,lion
30,fish
31,fish
32,fish
33,fish
34,fish
35,fish
36,butterfly
37,fish
38,spider
39,fish
40,fish
41,fish
42,lion
43,fish
44,fish
45,fish
46,fish
47,fish
48,fish
49,fish
50,fish
51,fish
52,fish
53,fish
54,butterfly
55,fish
56,fish
57,fish
58,fish
59,fish
60,butterfly
61,fish
62,lion
63,butterfly
64,fish
65,elephant
66,fish
67,lion
68,fish
69,fish
70,fish
71,elephant
72,fish
73,fish
74,fish
75,fish
76,fish
77,butterfly
78,fish
79,fish
80,fish
81,fish
82,fish
83,fish
84,fish
85,fish
86,fish
87,fish
88,fish
89,fish
90,fish
91,fish
92,fish
93,butterfly
94,fish
95,fish
96,fish
97,fish
98,butterfly
99,fish
100,fish
101,fish
102,fish
103,fish
104,fish
105,fish
106,fish
107,fish
108,fish
109,fish
110,fish
111,butterfly
112,fish
113,fish
114,lion
115,fish
116,fish
117,fish
118,fish
119,fish
120,fish
121,fish
122,fish
123,fish
124,elephant
125,fish
126,fish
127,fish
128,fish
129,fish
130,fish
131,fish
132,fish
133,fish
134,fish
135,fish
136,fish
137,butterfly
138,fish
139,spider
140,fish
141,lion
142,fish
143,fish
144,fish
145,fish
146,fish
147,fish
148,lion
149,fish
150,fish
151,butterfly
152,fish
153,fish
154,fish
155,fish
156,fish
157,spider
158,fish
159,fish
160,fish
161,fish
162,spider
163,fish
164,fish
165,fish
166,fish
167,cat
168,fish
169,lion
170,fish
171,fish
172,fish
173,spider
174,fish
175,butterfly
176,butterfly
177,fish
178,fish
179,fish
180,butterfly
181,fish
182,fish
183,fish
184,fish
185,fish
186,fish
187,fish
188,fish
189,fish
190,fish
191,fish
192,fish
193,fish
194,fish
195,fish
196,fish
197,fish
198,fish
199,elephant
200,fish
201,fish
202,lion
203,fish
204,butterfly
205,fish
206,butterfly
207,fish
208,spider
209,fish
210,fish
211,fish
212,fish
213,fish
214,fish
215,fish
216,fish
217,butterfly
218,fish
219,fish
220,fish
221,fish
222,butterfly
223,fish
224,fish
225,fish
226,fish
227,fish
228,fish
229,lion
230,lion
231,lion
232,butterfly
233,fish
234,fish
235,fish
236,lion
237,fish
238,fish
239,fish
240,fish
241,fish
242,chicken
243,fish
244,fish
245,fish
246,fish
247,fish
248,fish
249,fish
250,fish
251,fish
252,fish
253,fish
254,fish
255,fish
256,fish
257,fish
258,fish
259,fish
260,fish
261,fish
262,butterfly
263,fish
264,butterfly
265,fish
266,fish
267,fish
268,fish
269,fish
270,elephant
271,fish
272,fish
273,fish
274,spider
275,chicken
276,fish
277,lion
278,fish
279,fish
280,fish
281,fish
282,fish
283,fish
284,lion
285,fish
286,fish
287,fish
288,spider
289,fish
290,elephant
291,fish
292,fish
293,fish
294,fish
295,fish
296,lion
297,fish
298,fish
299,fish
300,fish
301,fish
302,fish
303,fish
304,fish
305,fish
306,fish
307,fish
308,fish
309,fish
310,chicken
311,fish
312,lion
313,lion
314,fish
315,fish
316,fish
317,fish
318,fish
319,fish
320,fish
321,elephant
322,butterfly
323,fish
324,lion
325,fish
326,fish
327,fish
328,fish
329,lion
330,fish
331,chicken
332,fish
333,fish
334,fish
335,lion
336,fish
337,lion
338,fish
339,fish
340,fish
341,fish
342,fish
343,fish
344,fish
345,fish
346,fish
347,fish
348,fish
349,butterfly
350,spider
351,fish
352,fish
353,fish
354,fish
355,fish
356,butterfly
357,fish
358,fish
359,fish
360,lion
361,fish
362,fish
363,fish
364,fish
365,fish
366,fish
367,fish
368,fish
369,fish
370,butterfly
371,butterfly
372,fish
373,fish
374,fish
375,fish
376,fish
377,fish
378,lion
379,fish
380,cat
381,fish
382,horse
383,fish
384,fish
385,butterfly
386,fish
387,butterfly
388,fish
389,fish
390,fish
391,fish
392,fish
393,fish
394,fish
395,horse
396,fish
397,butterfly
398,fish
399,fish
400,fish
401,butterfly
402,butterfly
403,fish
404,fish
405,fish
406,fish
407,fish
408,fish
409,fish
410,fish
411,fish
412,fish
413,fish
414,fish
415,fish
416,fish
417,spider
418,fish
419,lion
420,fish
421,fish
422,fish
423,fish
424,fish
425,fish
426,fish
427,fish
428,chicken
429,lion
430,fish
431,lion
432,fish
433,fish
434,spider
435,fish
436,fish
437,fish
438,fish
439,fish
440,fish
441,fish
442,fish
443,fish
444,fish
445,fish
446,fish
447,fish
448,fish
449,fish
450,fish
451,fish
452,fish
453,fish
454,fish
455,fish
456,fish
457,fish
458,fish
459,fish
460,fish
461,fish
462,fish
463,fish
464,fish
465,fish
466,fish
467,fish
468,fish
469,fish
470,fish
471,fish
472,fish
473,fish
474,chicken
475,fish
476,fish
477,fish
478,fish
479,lion
480,fish
481,elephant
482,fish
483,fish
484,fish
485,lion
486,fish
487,fish
488,fish
489,fish
490,fish
491,chicken
492,fish
493,fish
494,lion
495,fish
496,fish
497,fish
498,fish
499,fish
500,fish
501,fish
502,fish
503,fish
504,fish
505,fish
506,fish
507,fish
508,fish
509,fish
510,elephant
511,fish
512,fish
513,butterfly
514,fish
515,fish
516,fish
517,fish
518,fish
519,fish
520,lion
521,fish
522,fish
523,fish
524,fish
525,fish
526,lion
527,fish
528,fish
529,fish
530,fish
531,fish
532,fish
533,fish
534,fish
535,butterfly
536,fish
537,fish
538,fish
539,fish
540,fish
541,fish
542,fish
543,lion
544,fish
545,fish
546,fish
547,fish
548,fish
549,fish
550,elephant
551,butterfly
552,butterfly
553,fish
554,fish
555,fish
556,fish
557,spider
558,fish
559,fish
560,fish
561,fish
562,fish
563,fish
564,fish
565,lion
566,lion
567,fish
568,fish
569,fish
570,fish
571,fish
572,fish
573,butterfly
574,fish
575,fish
576,fish
577,fish
578,fish
579,lion
580,fish
581,butterfly
582,fish
583,fish
584,fish
585,fish
586,fish
587,fish
588,fish
589,fish
590,fish
591,fish
592,fish
593,fish
594,fish
595,lion
596,fish
597,fish
598,fish
599,fish
600,fish
601,fish
602,fish
603,fish
604,butterfly
605,fish
606,fish
607,elephant
608,fish
609,fish
610,fish
611,fish
612,lion
613,lion
614,lion
615,lion
616,fish
617,lion
618,fish
619,fish
620,fish
621,fish
622,lion
623,fish
624,fish
625,fish
626,fish
627,fish
628,lion
629,fish
630,fish
631,fish
632,fish
633,fish
634,fish
635,fish
636,fish
637,fish
638,fish
639,fish
640,fish
641,fish
642,fish
643,fish
644,fish
645,fish
646,elephant
647,fish
648,lion
649,fish
650,fish
651,fish
652,fish
653,fish
654,fish
655,fish
656,fish
657,fish
658,fish
659,butterfly
660,fish
661,fish
662,fish
663,fish
664,fish
665,fish
666,fish
667,fish
668,fish
669,chicken
670,fish
671,fish
672,fish
673,fish
674,fish
675,spider
676,fish
677,fish
678,fish
679,fish
680,fish
681,fish
682,fish
683,fish
684,fish
685,butterfly
686,fish
687,lion
688,fish
689,fish
690,fish
691,fish
692,chicken
693,fish
694,fish
695,fish
696,fish
697,fish
698,fish
699,fish
700,lion
701,fish
702,fish
703,fish
704,fish
705,fish
706,fish
707,fish
708,fish
709,fish
710,fish
711,lion
712,fish
713,fish
714,fish
715,fish
716,fish
717,fish
718,fish
719,fish
720,fish
721,fish
722,fish
723,fish
724,fish
725,fish
726,fish
727,fish
728,fish
729,fish
730,fish
731,fish
732,fish
733,fish
734,fish
735,chicken
736,fish
737,lion
738,elephant
739,fish
740,fish
741,elephant
742,fish
743,fish
744,fish
745,fish
746,fish
747,fish
748,fish
749,fish
750,fish
751,fish
752,fish
753,fish
754,fish
755,fish
756,lion
757,fish
758,fish
759,fish
760,fish
761,fish
762,fish
763,fish
764,fish
765,fish
766,fish
767,fish
768,fish
769,fish
770,fish
771,fish
772,fish
773,fish
774,fish
775,fish
776,fish
777,fish
778,fish
779,fish
780,fish
781,fish
782,lion
783,fish
784,butterfly
785,lion
786,butterfly
787,fish
788,fish
789,fish
790,fish
791,fish
792,fish
793,fish
794,fish
795,fish
796,fish
797,fish
798,fish
799,fish
800,fish
801,fish
802,fish
803,fish
804,cow
805,fish
806,fish
807,fish
808,fish
809,fish
810,fish
811,fish
812,fish
813,fish
814,fish
815,butterfly
816,fish
817,fish
818,lion
819,fish
820,fish
821,fish
822,fish
823,fish
824,fish
825,fish
826,fish
827,fish
828,fish
829,fish
830,fish
831,fish
832,fish
833,fish
834,butterfly
835,fish
836,fish
837,fish
838,fish
839,fish
840,fish
841,fish
842,fish
843,lion
844,fish
845,fish
846,fish
847,fish
848,lion
849,butterfly
850,fish
851,fish
852,butterfly
853,fish
854,fish
855,fish
856,fish
857,fish
858,fish
859,spider
860,chicken
861,fish
862,fish
863,fish
864,fish
865,fish
866,fish
867,fish
868,fish
869,fish
870,fish
871,fish
872,fish
873,fish
874,fish
875,fish
876,fish
877,fish
878,fish
879,lion
880,fish
881,fish
882,fish
883,fish
884,fish
885,fish
886,fish
887,fish
888,cat
889,fish
890,fish
891,fish
892,fish
893,fish
894,lion
895,fish
896,fish
897,fish
898,fish
899,fish
900,fish
901,fish
902,lion
903,fish
904,fish
905,spider
906,fish
907,fish
908,fish
909,fish
910,fish
911,fish
912,spider
913,fish
914,fish
915,fish
916,fish
917,fish
918,fish
919,lion
920,cat
921,fish
922,fish
923,fish
924,lion
925,fish
926,fish
927,fish
928,fish
929,fish
930,fish
931,fish
932,fish
933,fish
934,fish
935,fish
936,fish
937,fish
938,fish
939,fish
940,lion
941,butterfly
942,fish
943,fish
944,spider
945,fish
946,fish
947,butterfly
948,fish
949,lion
950,fish
951,fish
952,elephant
953,fish
954,fish
955,butterfly
956,fish
957,butterfly
958,fish
959,fish
960,fish
961,fish
962,fish
963,fish
964,fish
965,fish
966,lion
967,fish
968,fish
969,fish
970,fish
971,fish
972,fish
973,butterfly
974,fish
975,fish
976,lion
977,fish
978,fish
979,fish
980,fish
981,fish
982,cow
983,butterfly
984,chicken
985,spider
986,fish
987,fish
988,fish
989,fish
990,lion
991,lion
992,fish
993,fish
994,fish
995,spider
996,fish
997,fish
998,fish
999,fish
1000,fish
1001,fish
1002,fish
1003,fish
1004,butterfly
1005,fish
1006,fish
1007,fish
1008,fish
1009,fish
1010,fish
1011,fish
1012,fish
1013,fish
1014,fish
1015,fish
1016,fish
1017,fish
1018,fish
1019,fish
1020,fish
1021,fish
1022,fish
1023,lion
1024,fish
1025,fish
1026,fish
1027,fish
1028,fish
1029,fish
1030,fish
1031,fish
1032,fish
1033,fish
1034,fish
1035,fish
1036,fish
1037,fish
1038,fish
1039,fish
1040,fish
1041,fish
1042,fish
1043,fish
1044,fish
1045,fish
1046,fish
1047,fish
1048,lion
1049,spider
1050,fish
1051,fish
1052,fish
1053,fish
1054,fish
1055,fish
1056,fish
1057,fish
1058,cat
1059,fish
1060,chicken
1061,spider
1062,spider
1063,fish
1064,fish
1065,lion
1066,fish
1067,lion
1068,fish
1069,lion
1070,fish
1071,fish
1072,fish
1073,fish
1074,fish
1075,spider
1076,fish
1077,butterfly
1078,fish
1079,spider
1080,fish
1081,fish
1082,fish
