ID,Label
0,lion
1,spider
2,spider
3,spider
4,spider
5,spider
6,spider
7,spider
8,lion
9,spider
10,spider
11,lion
12,spider
13,lion
14,lion
15,spider
16,spider
17,spider
18,spider
19,spider
20,spider
21,spider
22,spider
23,lion
24,spider
25,spider
26,spider
27,spider
28,lion
29,lion
30,spider
31,spider
32,spider
33,lion
34,spider
35,spider
36,spider
37,spider
38,spider
39,spider
40,spider
41,lion
42,spider
43,lion
44,lion
45,spider
46,spider
47,lion
48,spider
49,lion
50,spider
51,lion
52,lion
53,lion
54,lion
55,spider
56,spider
57,cat
58,spider
59,chicken
60,spider
61,spider
62,spider
63,spider
64,lion
65,lion
66,spider
67,spider
68,spider
69,lion
70,cat
71,lion
72,spider
73,spider
74,lion
75,spider
76,spider
77,spider
78,cat
79,spider
80,spider
81,lion
82,lion
83,lion
84,spider
85,spider
86,lion
87,spider
88,spider
89,spider
90,spider
91,lion
92,lion
93,cat
94,spider
95,spider
96,lion
97,lion
98,spider
99,spider
100,cat
101,lion
102,spider
103,spider
104,spider
105,spider
106,spider
107,spider
108,spider
109,lion
110,spider
111,lion
112,spider
113,spider
114,spider
115,spider
116,lion
117,spider
118,spider
119,lion
120,lion
121,spider
122,lion
123,spider
124,spider
125,spider
126,lion
127,spider
128,spider
129,spider
130,spider
131,spider
132,spider
133,cat
134,spider
135,cat
136,spider
137,lion
138,spider
139,spider
140,spider
141,spider
142,spider
143,spider
144,spider
145,spider
146,spider
147,spider
148,spider
149,spider
150,lion
151,lion
152,spider
153,lion
154,lion
155,spider
156,spider
157,spider
158,spider
159,spider
160,lion
161,lion
162,spider
163,spider
164,spider
165,spider
166,spider
167,lion
168,spider
169,spider
170,lion
171,lion
172,lion
173,lion
174,spider
175,spider
176,lion
177,lion
178,spider
179,spider
180,spider
181,lion
182,lion
183,spider
184,lion
185,lion
186,lion
187,spider
188,spider
189,cat
190,spider
191,lion
192,lion
193,spider
194,lion
195,lion
196,spider
197,lion
198,spider
199,spider
200,lion
201,spider
202,spider
203,spider
204,lion
205,spider
206,lion
207,lion
208,lion
209,lion
210,spider
211,spider
212,spider
213,spider
214,spider
215,spider
216,spider
217,spider
218,spider
219,lion
220,lion
221,lion
222,lion
223,spider
224,spider
225,spider
226,lion
227,spider
228,spider
229,lion
230,spider
231,spider
232,spider
233,spider
234,lion
235,spider
236,lion
237,spider
238,spider
239,lion
240,spider
241,lion
242,spider
243,lion
244,spider
245,lion
246,spider
247,lion
248,spider
249,spider
250,spider
251,spider
252,spider
253,spider
254,spider
255,spider
256,lion
257,spider
258,lion
259,lion
260,spider
261,lion
262,lion
263,spider
264,spider
265,lion
266,spider
267,lion
268,lion
269,spider
270,spider
271,spider
272,spider
273,spider
274,spider
275,spider
276,spider
277,lion
278,spider
279,spider
280,spider
281,spider
282,spider
283,spider
284,lion
285,spider
286,spider
287,spider
288,spider
289,spider
290,lion
291,spider
292,lion
293,dog
294,lion
295,spider
296,spider
297,lion
298,spider
299,spider
300,spider
301,lion
302,spider
303,spider
304,spider
305,spider
306,lion
307,spider
308,spider
309,lion
310,lion
311,spider
312,dog
313,lion
314,lion
315,spider
316,spider
317,lion
318,spider
319,lion
320,cat
321,lion
322,spider
323,spider
324,spider
325,cat
326,spider
327,spider
328,spider
329,spider
330,spider
331,dog
332,spider
333,lion
334,lion
335,dog
336,spider
337,lion
338,spider
339,spider
340,lion
341,lion
342,spider
343,spider
344,spider
345,lion
346,spider
347,lion
348,spider
349,spider
350,cat
351,spider
352,spider
353,spider
354,lion
355,lion
356,spider
357,spider
358,lion
359,spider
360,spider
361,spider
362,lion
363,spider
364,spider
365,spider
366,lion
367,lion
368,spider
369,spider
370,spider
371,spider
372,lion
373,spider
374,cat
375,spider
376,spider
377,spider
378,spider
379,lion
380,lion
381,lion
382,spider
383,spider
384,lion
385,spider
386,spider
387,lion
388,lion
389,spider
390,spider
391,spider
392,spider
393,spider
394,cat
395,lion
396,cat
397,spider
398,lion
399,spider
400,lion
401,spider
402,spider
403,lion
404,spider
405,lion
406,spider
407,lion
408,spider
409,spider
410,spider
411,spider
412,spider
413,spider
414,spider
415,spider
416,spider
417,spider
418,lion
419,spider
420,cat
421,lion
422,spider
423,spider
424,spider
425,spider
426,spider
427,spider
428,lion
429,lion
430,spider
431,spider
432,lion
433,spider
434,spider
435,spider
436,lion
437,lion
438,lion
439,lion
440,spider
441,spider
442,lion
443,lion
444,lion
445,lion
446,dog
447,spider
448,lion
449,lion
450,spider
451,lion
452,lion
453,spider
454,lion
455,spider
456,spider
457,lion
458,spider
459,spider
460,spider
461,spider
462,lion
463,lion
464,cat
465,lion
466,spider
467,spider
468,spider
469,spider
470,lion
471,lion
472,spider
473,spider
474,cat
475,lion
476,spider
477,cat
478,spider
479,spider
480,lion
481,lion
482,spider
483,cat
484,spider
485,lion
486,lion
487,spider
488,spider
489,lion
490,spider
491,lion
492,spider
493,lion
494,spider
495,spider
496,spider
497,cat
498,spider
499,spider
500,lion
501,cat
502,spider
503,spider
504,lion
505,spider
506,spider
507,spider
508,lion
509,spider
510,spider
511,spider
512,spider
513,spider
514,spider
515,lion
516,lion
517,lion
518,lion
519,lion
520,spider
521,spider
522,lion
523,lion
524,cat
525,spider
526,spider
527,spider
528,spider
529,spider
530,lion
531,spider
532,lion
533,spider
534,spider
535,spider
536,spider
537,cat
538,spider
539,spider
540,lion
541,spider
542,lion
543,lion
544,spider
545,spider
546,cat
547,spider
548,lion
549,spider
550,spider
551,spider
552,lion
553,spider
554,spider
555,spider
556,spider
557,spider
558,lion
559,spider
560,spider
561,cat
562,spider
563,lion
564,cat
565,lion
566,spider
567,spider
568,spider
569,spider
570,spider
571,cat
572,lion
573,spider
574,lion
575,cat
576,lion
577,lion
578,lion
579,lion
580,spider
581,spider
582,lion
583,spider
584,spider
585,spider
586,lion
587,spider
588,lion
589,spider
590,spider
591,spider
592,spider
593,spider
594,cat
595,lion
596,lion
597,spider
598,spider
599,spider
600,spider
601,lion
602,spider
603,lion
604,lion
605,spider
606,lion
607,spider
608,spider
609,lion
610,spider
611,lion
612,lion
613,spider
614,lion
615,lion
616,spider
617,spider
618,lion
619,spider
620,spider
621,lion
622,spider
623,spider
624,spider
625,lion
626,spider
627,spider
628,lion
629,lion
630,spider
631,spider
632,spider
633,lion
634,spider
635,lion
636,spider
637,lion
638,spider
639,spider
640,spider
641,spider
642,spider
643,lion
644,spider
645,spider
646,lion
647,spider
648,lion
649,lion
650,spider
651,spider
652,spider
653,cat
654,lion
655,spider
656,lion
657,spider
658,cat
659,lion
660,spider
661,spider
662,spider
663,spider
664,lion
665,lion
666,spider
667,spider
668,spider
669,lion
670,spider
671,lion
672,cat
673,spider
674,spider
675,spider
676,spider
677,lion
678,spider
679,spider
680,lion
681,spider
682,spider
683,spider
684,lion
685,spider
686,spider
687,lion
688,spider
689,spider
690,spider
691,lion
692,spider
693,spider
694,lion
695,spider
696,spider
697,lion
698,spider
699,lion
700,spider
701,spider
702,spider
703,spider
704,lion
705,dog
706,spider
707,spider
708,spider
709,spider
710,spider
711,lion
712,spider
713,spider
714,spider
715,lion
716,spider
717,lion
718,lion
719,spider
720,lion
721,spider
722,lion
723,spider
724,spider
725,spider
726,spider
727,lion
728,spider
729,spider
730,lion
731,spider
732,spider
733,lion
734,spider
735,spider
736,spider
737,spider
738,spider
739,cat
740,spider
741,lion
742,spider
743,spider
744,spider
745,spider
746,cat
747,lion
748,lion
749,spider
750,lion
751,spider
752,spider
753,spider
754,lion
755,lion
756,spider
757,lion
758,lion
759,lion
760,spider
761,lion
762,lion
763,lion
764,lion
765,spider
766,spider
767,spider
768,spider
769,spider
770,cat
771,spider
772,spider
773,spider
774,lion
775,spider
776,spider
777,spider
778,spider
779,spider
780,spider
781,lion
782,spider
783,lion
784,spider
785,spider
786,spider
787,spider
788,lion
789,spider
790,lion
791,spider
792,lion
793,spider
794,spider
795,spider
796,lion
797,spider
798,spider
799,spider
800,lion
801,spider
802,spider
803,spider
804,spider
805,spider
806,spider
807,spider
808,lion
809,lion
810,spider
811,spider
812,spider
813,lion
814,spider
815,lion
816,spider
817,spider
818,spider
819,spider
820,cat
821,lion
822,cat
823,lion
824,spider
825,spider
826,lion
827,spider
828,spider
829,lion
830,spider
831,spider
832,spider
833,spider
834,lion
835,spider
836,spider
837,lion
838,spider
839,lion
840,lion
841,chicken
842,lion
843,spider
844,lion
845,spider
846,lion
847,lion
848,spider
849,spider
850,lion
851,lion
852,lion
853,lion
854,spider
855,lion
856,spider
857,lion
858,spider
859,spider
860,spider
861,spider
862,lion
863,lion
864,spider
865,spider
866,spider
867,spider
868,spider
869,spider
870,lion
871,lion
872,lion
873,lion
874,spider
875,lion
876,cat
877,lion
878,spider
879,spider
880,lion
881,lion
882,lion
883,spider
884,cat
885,lion
886,spider
887,spider
888,spider
889,spider
890,spider
891,lion
892,spider
893,lion
894,spider
895,spider
896,spider
897,spider
898,spider
899,lion
900,spider
901,lion
902,lion
903,spider
904,spider
905,spider
906,lion
907,lion
908,spider
909,lion
910,spider
911,spider
912,spider
913,spider
914,spider
915,spider
916,spider
917,spider
918,spider
919,lion
920,spider
921,spider
922,spider
923,spider
924,lion
925,spider
926,lion
927,lion
928,lion
929,cat
930,spider
931,lion
932,spider
933,spider
934,spider
935,lion
936,lion
937,lion
938,spider
939,spider
940,lion
941,spider
942,lion
943,cat
944,cat
945,spider
946,lion
947,lion
948,lion
949,lion
950,lion
951,spider
952,spider
953,spider
954,lion
955,lion
956,spider
957,spider
958,lion
959,spider
960,spider
961,spider
962,spider
963,lion
964,spider
965,lion
966,spider
967,spider
968,spider
969,spider
970,spider
971,spider
972,spider
973,spider
974,spider
975,spider
976,spider
977,lion
978,spider
979,spider
980,lion
981,lion
982,lion
983,cat
984,lion
985,spider
986,spider
987,spider
988,lion
989,lion
990,spider
991,lion
992,spider
993,spider
994,spider
995,lion
996,spider
997,lion
998,spider
999,lion
1000,lion
1001,spider
1002,spider
1003,spider
1004,spider
1005,cat
1006,spider
1007,lion
1008,lion
1009,lion
1010,spider
1011,spider
1012,spider
1013,lion
1014,spider
1015,spider
1016,lion
1017,spider
1018,spider
1019,lion
1020,spider
1021,cat
1022,spider
1023,spider
1024,spider
1025,spider
1026,lion
1027,spider
1028,spider
1029,lion
1030,cat
1031,lion
1032,spider
1033,spider
1034,lion
1035,lion
1036,spider
1037,spider
1038,spider
1039,spider
1040,spider
1041,lion
1042,spider
1043,spider
1044,spider
1045,spider
1046,cat
1047,spider
1048,spider
1049,spider
1050,cat
1051,lion
1052,spider
1053,spider
1054,spider
1055,spider
1056,spider
1057,spider
1058,dog
1059,spider
1060,cat
1061,lion
1062,lion
1063,lion
1064,spider
1065,spider
1066,spider
1067,lion
1068,spider
1069,lion
1070,spider
1071,spider
1072,lion
1073,spider
1074,spider
1075,spider
1076,spider
1077,spider
1078,spider
1079,spider
1080,cat
1081,lion
1082,spider
1083,lion
1084,lion
1085,lion
1086,spider
1087,spider
1088,spider
1089,lion
1090,lion
1091,spider
1092,spider
1093,lion
1094,spider
1095,lion
1096,lion
1097,spider
1098,spider
1099,lion
1100,spider
1101,spider
1102,spider
1103,lion
1104,spider
1105,spider
1106,spider
1107,spider
1108,spider
1109,spider
1110,lion
1111,spider
1112,spider
1113,lion
1114,spider
1115,lion
1116,spider
1117,lion
1118,lion
1119,spider
1120,lion
1121,spider
1122,spider
1123,spider
1124,spider
1125,spider
1126,spider
1127,spider
1128,spider
1129,lion
1130,spider
1131,spider
1132,spider
1133,lion
1134,lion
1135,spider
1136,lion
1137,lion
1138,lion
1139,spider
1140,lion
1141,spider
1142,spider
1143,lion
1144,spider
1145,spider
1146,spider
1147,spider
1148,spider
1149,lion
1150,spider
1151,spider
1152,spider
1153,lion
1154,spider
1155,lion
1156,lion
1157,spider
1158,lion
1159,spider
1160,spider
1161,lion
1162,spider
1163,spider
1164,cat
1165,lion
1166,lion
1167,spider
1168,spider
1169,lion
1170,spider
1171,lion
1172,spider
1173,spider
1174,spider
1175,spider
1176,lion
1177,lion
1178,spider
1179,lion
1180,lion
1181,lion
1182,lion
1183,cat
1184,spider
1185,spider
1186,spider
1187,spider
1188,lion
1189,lion
1190,lion
1191,lion
1192,spider
1193,lion
1194,spider
1195,lion
1196,spider
1197,lion
1198,spider
1199,lion
1200,lion
1201,spider
1202,spider
1203,spider
1204,lion
1205,cat
1206,spider
1207,spider
1208,lion
1209,spider
1210,spider
1211,spider
1212,spider
1213,spider
1214,spider
1215,spider
1216,spider
1217,spider
1218,spider
1219,spider
1220,cat
1221,spider
1222,lion
1223,lion
1224,lion
1225,spider
1226,spider
1227,lion
1228,spider
1229,cat
1230,spider
1231,spider
1232,spider
1233,lion
1234,spider
1235,spider
1236,spider
1237,lion
1238,spider
1239,spider
1240,spider
1241,lion
1242,lion
1243,spider
1244,spider
1245,spider
1246,lion
1247,lion
1248,spider
1249,spider
1250,spider
1251,lion
1252,cat
1253,lion
1254,lion
1255,spider
1256,spider
1257,spider
1258,lion
1259,spider
1260,lion
1261,spider
1262,chicken
1263,spider
1264,spider
1265,spider
1266,spider
1267,spider
1268,spider
1269,spider
1270,spider
1271,spider
1272,lion
1273,lion
1274,spider
1275,spider
1276,spider
1277,lion
1278,spider
1279,spider
1280,lion
1281,spider
1282,spider
1283,spider
1284,lion
1285,spider
1286,spider
1287,lion
1288,spider
1289,lion
1290,spider
1291,spider
1292,spider
1293,spider
1294,spider
1295,spider
1296,spider
1297,spider
1298,spider
1299,spider
1300,lion
1301,spider
1302,lion
1303,spider
1304,lion
1305,lion
1306,lion
1307,cat
1308,lion
1309,lion
1310,spider
1311,spider
1312,spider
1313,spider
1314,spider
1315,spider
1316,lion
1317,spider
1318,spider
1319,lion
1320,lion
1321,spider
1322,lion
1323,spider
1324,spider
1325,lion
1326,spider
1327,spider
1328,spider
1329,spider
1330,lion
1331,spider
1332,spider
1333,spider
1334,spider
1335,spider
1336,spider
1337,spider
1338,spider
1339,lion
1340,lion
1341,lion
1342,lion
1343,spider
1344,spider
1345,spider
1346,spider
1347,lion
1348,lion
1349,lion
1350,lion
1351,spider
1352,spider
1353,spider
1354,spider
1355,spider
1356,spider
1357,spider
1358,lion
1359,lion
1360,lion
1361,cat
1362,lion
1363,lion
1364,lion
1365,spider
1366,spider
1367,spider
1368,spider
1369,spider
1370,lion
1371,lion
1372,spider
1373,spider
1374,cat
1375,lion
1376,spider
1377,cat
1378,spider
1379,lion
1380,lion
1381,lion
1382,cat
1383,spider
1384,spider
1385,cat
1386,lion
1387,lion
1388,spider
1389,spider
1390,lion
1391,spider
1392,spider
1393,lion
1394,dog
1395,lion
1396,spider
1397,lion
1398,lion
1399,lion
1400,lion
1401,spider
1402,spider
1403,lion
1404,spider
1405,spider
1406,chicken
1407,spider
1408,spider
1409,spider
1410,lion
1411,lion
1412,lion
1413,spider
1414,lion
1415,spider
1416,spider
1417,lion
1418,spider
1419,spider
1420,spider
1421,spider
1422,spider
1423,lion
1424,spider
1425,spider
1426,spider
1427,lion
1428,cat
1429,spider
1430,spider
1431,lion
1432,spider
1433,spider
1434,spider
1435,spider
